id	parent	name
trm_5519bb7767d98	trm_5521a0512df9a	spatial localization
trm_4a3fd79d0b1d5	trm_4a3fd79d0a891	spatial memory
trm_557b4abe521af	trm_4a3fd79d0b043	spatial selective attention
trm_557b4abe521af	trm_4a3fd79d0b1b2	spatial selective attention
trm_4a3fd79d0b1e0	trm_4a3fd79d0b5a7	spatial working memory
trm_4a3fd79d0b1f7	trm_4a3fd79d0b238	speech perception
trm_4a3fd79d0b238	1	speech processing
trm_4a3fd79d0b247	1	speech production
trm_5024002a85b1f	1	spontaneous recovery
trm_4a3fd79d0b26d	1	spreading activation
trm_4a3fd79d0b279	trm_4fea04a02ce37	stereopsis
trm_4a3fd79d0b285	1	stereotypes
trm_5519b80525e89	trm_55ce70b20186b	stimulus detection
trm_55c6f58e77fbe	trm_4a3fd79d0a775	story comprehension
trm_4a3fd79d0b29c	1	strategy
trm_50eb5469ba37a	trm_4a3fd79d0a972	Strength
trm_4a3fd79d0b2a8	1	stress
trm_557b4acdee820	trm_55b6b9d7c9435	string maintenance
trm_4d21e9a7dd8ca	1	subconscious
trm_559f09a5cdca9	trm_558c736199abd	subjective food value
trm_558c736199abd	trm_4a3fd79d0a723	subjective value judgment
trm_4a3fd79d0b2b4	1	sublexical route
trm_4a3fd79d0b2bf	1	subliminal perception
trm_52583e8a46ded	1	suicidal ideation
trm_4a3fd79d0b2fa	1	supervisory attentional system
trm_55e1b27f5655e	1	Surface dyslexia
trm_4a3fd79d0b306	trm_4a3fd79d0a17f	surprise
trm_4a3fd79d0b311	trm_4a3fd79d09902	sustained attention
trm_4e31e6dca01ca	trm_4a3fd79d0ab7c	synchrony perception
trm_4a3fd79d0b340	1	syntactic parsing
trm_4a3fd79d0b34b	1	syntactic processing
trm_4a3fd79d0b357	1	syntax
trm_4e416f1373936	trm_4a3fd79d0b5a7	tactile working memory
trm_557b4add1837e	1	task difficulty
trm_4c3e0646a2408	1	task set
trm_4a3fd79d0b613	trm_4aae62e4ad209	task switching
trm_4a3fd79d0b363	1	taste aversion
trm_4a3fd79d0b37a	trm_4a3fd79d0a775	text comprehension
trm_4a3fd79d0b386	1	text processing
trm_4a3fd79d0b392	trm_4a3fd79d0b13d	theory of mind
trm_4a3fd79d0b39d	trm_4a3fd79d0b160	thermosensation
trm_4fa295124a375	1	thought
trm_55b6b8b8e7870	trm_4a3fd79d0b967	tone recognition
trm_55b6b8b8e7870	trm_4a3fd79d09ab2	tone recognition
trm_55b6b98b88f45	trm_557b4a7315f1b	tongue response execution
trm_557b4aeaeb744	trm_55b6b9d7c9435	tool maintenance
trm_4a3fd79d0b3cb	1	top down processing
trm_50aff037c389f	1	trait anxiety
trm_50297454e516b	1	transduction
trm_4a3fd79d0b3ef	trm_4a3fd79d0a891	traumatic memory
trm_4a3fd79d0b3fa	1	uncertainty
trm_4feb44e5ae25b	trm_4a3fd79d0ab7c	unconscious perception
trm_4feb44e5ae25b	trm_4a3fd79d0b406	unconscious perception
trm_4a3fd79d0b406	1	unconscious process
trm_5159c0a633cda	1	understanding mental states
trm_4e31d365bc7e2	1	unisensory
trm_4c3e05903e4bb	trm_4aae62e4ad209	updating
trm_4a3fd79d0b412	1	utility
trm_4a3fd79d0b429	1	valence
trm_500d8aef38f2c	trm_4fb2c38960950	vection
trm_4a3fd79d0b44c	1	verbal fluency
trm_4a3fd79d0b457	trm_4a3fd79d0a891	verbal memory
trm_50f382d7abdff	1	vestibular control
trm_500d8bcf5f29a	1	visual acuity
trm_500d8c8fcc520	1	visual angle
trm_4a3fd79d0b46f	trm_4a3fd79d09902	visual attention
trm_4ff36d79c26c6	trm_4a3fd79d0ab7c	visual awareness
trm_557b4af7cc1cb	trm_4a3fd79d0b4a9	visual body recognition
trm_4a3fd79d0b47b	1	visual buffer
trm_557b4b05ae470	trm_5519b7525d7a2	visual color discrimination
trm_557b4b05ae470	trm_4a3fd79d09d93	visual color discrimination
trm_557b4b154e0d9	trm_557b4b7176394	visual face recognition
trm_557b4b154e0d9	trm_4a3fd79d0a30c	visual face recognition
trm_557b4b27dfd5e	trm_4a3fd79d0b4b5	visual form discrimination
trm_557b4b27dfd5e	trm_4a3fd79d0a398	visual form discrimination
trm_557b4b27dfd5e	trm_5519b7525d7a2	visual form discrimination
trm_557b4b3a6a34d	trm_4a3fd79d0a398	visual form recognition
trm_557b4b3a6a34d	trm_557b4b7176394	visual form recognition
trm_557b4b3a6a34d	trm_4a3fd79d0b4b5	visual form recognition
trm_4a3fd79d0b487	trm_4a3fd79d0b4d8	visual imagery
trm_558c7439832d9	trm_557b4b3a6a34d	visual letter recognition
trm_5519b92bde7dc	trm_5521a0512df9a	visual localization
trm_4a3fd79d0b492	1	visual masking
trm_4a3fd79d0b49e	trm_4a3fd79d0a891	visual memory
trm_557b4b47d994a	trm_557b4b3a6a34d	visual number recognition
trm_557b4b56de455	trm_4a3fd79d0aa76	visual object detection
trm_557b4b56de455	trm_4a3fd79d0b4b5	visual object detection
trm_559f0986182cc	trm_557b4904ee26d	visual object maintenance
trm_4a3fd79d0b4a9	trm_4a3fd79d0aab0	visual object recognition
trm_4a3fd79d0b4a9	trm_557b4b7176394	visual object recognition
trm_502ad54c11389	trm_4a3fd79d0b4b5	visual orientation
trm_557b4b652cbec	trm_557b4b7176394	visual pattern recognition
trm_557b4b652cbec	trm_4a3fd79d0ab65	visual pattern recognition
trm_4a3fd79d0b4b5	trm_4a3fd79d0ab7c	visual perception
trm_557b4b7e68727	trm_557b4b7176394	visual place recognition
trm_558c73f3c8c6f	trm_557b4b9ccdc4a	visual pseudoword recognition
trm_557b4b7176394	trm_4a3fd79d0b4b5	visual recognition
trm_557b4b7176394	trm_4a3fd79d0b967	visual recognition
trm_4a3fd79d0b4c1	trm_4a3fd79d0a908	visual representation
trm_4a3fd79d0b4cd	trm_4a3fd79d0b037	visual search
trm_558c7b5228ed4	trm_568427366401c	visual sentence recognition
trm_558c7b5228ed4	trm_557b4b7176394	visual sentence recognition
trm_55ef1fd2bc418	trm_557b4b3a6a34d	visual string recognition
trm_557b4b8cd05ca	trm_4a3fd79d0b4a9	visual tool recognition
trm_557b4b9ccdc4a	trm_4a3fd79d0b58f	visual word recognition
trm_557b4b9ccdc4a	trm_557b4b3a6a34d	visual word recognition
trm_4a3fd79d0b4d8	trm_4a3fd79d0b49e	visual working memory
trm_4a3fd79d0b4d8	trm_4a3fd79d0b5a7	visual working memory
trm_4a3fd79d0b507	1	visuospatial sketch pad
trm_55ef3ba010121	trm_557b4a7315f1b	vocal response execution
trm_4a3fd79d0b530	1	wisdom
trm_4a3fd79d0b548	trm_4a3fd79d0a775	word comprehension
trm_4a3fd79d0b55f	1	word generation
trm_557b4bb7cf05b	trm_55b6b9d7c9435	word maintenance
trm_4a3fd79d0b56b	1	word order
trm_4a3fd79d0b583	1	word pronunciation
trm_4a3fd79d0b58f	trm_4a3fd79d0b967	word recognition
trm_4a3fd79d0b59b	1	word repetition
trm_4a3fd79d0b5a7	trm_4a3fd79d0a891	working memory
trm_55b6b9d7c9435	trm_4a3fd79d0ba30	working memory maintenance
trm_4a3fd79d0ba6c	1	working memory retrieval
trm_4a3fd79d0ba77	1	working memory storage
trm_55b6b9a666604	trm_4c3e05903e4bb	working memory updating
trm_4f46753b8be4f	1	worldview
node_802	trm_558c7b14c076e	420
node_803	trm_4a3fd79d0af71	420
node_804	trm_558c7b707f606	420
node_805	trm_557b476527a27	159
node_806	trm_55b6b9d7c9435	159
node_807	trm_55b6b9a666604	159
node_808	trm_557b482a7c62b	3129
node_809	trm_4a3fd79d0af71	3129
node_810	trm_557b4a7315f1b	3129
node_811	trm_557b4891e9265	3129
node_812	trm_4a3fd79d0afcf	122
node_813	trm_557b4a81a4a17	122
node_814	trm_557b48a224b95	122
node_815	trm_557b4b56de455	118
node_816	trm_4a3fd79d0af71	118
node_817	trm_557b4a7315f1b	118
node_818	trm_4a3fd79d0a33b	118
node_819	trm_557b476527a27	2723
node_820	trm_4c3e05903e4bb	3194
node_821	trm_557b4b8cd05ca	3194
node_822	trm_557b4aeaeb744	3194
node_823	trm_557b4a7315f1b	3194
node_824	trm_4a3fd79d0af71	3194
node_825	trm_559f09a5cdca9	111
node_826	trm_557b4add1837e	116
node_827	trm_55c298bbe56d5	10924
node_828	trm_4a3fd79d0b4a9	2714
node_829	trm_4a3fd79d0af71	2714
node_830	trm_557b4a7315f1b	2714
node_831	trm_4c3e05903e4bb	2714
node_832	trm_559f0986182cc	2714
node_833	trm_557b4aa070c10	3041
node_834	trm_557b474e2b578	3041
node_835	trm_557b491318742	3041
node_836	trm_4a3fd79d0af66	3041
node_837	trm_557b47abe9a34	8718
node_838	trm_55b6b92c1fd76	3158
node_839	trm_557b4b652cbec	395
node_840	trm_4a3fd79d0af71	142
node_841	trm_557b4b3a6a34d	142
node_842	trm_557b4a7315f1b	142
node_843	trm_557b49851e991	142
node_844	trm_557b4aa070c10	142
node_845	trm_557b491318742	142
node_846	trm_4a3fd79d0af66	142
node_847	trm_557b474e2b578	142
node_848	trm_4a3fd79d0a20c	142
node_849	trm_558c7b14c076e	412
node_850	trm_55b6b910b4b23	3162
node_851	trm_5678a999f1c19	157
node_852	trm_557b4b47d994a	157
node_853	trm_4a3fd79d0af71	157
node_854	trm_4c3e05903e4bb	157
node_855	trm_557b4b56de455	120
node_856	trm_4a3fd79d0af71	120
node_857	trm_557b4a7315f1b	120
node_858	trm_4a3fd79d0b64e	120
node_859	trm_567982752ff4a	120
node_860	trm_4a3fd79d0b392	2883
node_861	trm_557b4b9ccdc4a	136
node_862	trm_4a3fd79d0a20c	136
node_863	trm_557b4993a0fdd	136
node_864	trm_4a3fd79d0af71	183
node_865	trm_557b4a7315f1b	183
node_866	trm_557b4abe521af	183
node_867	trm_557b4b3a6a34d	183
node_868	trm_4a3fd79d0b392	1586
node_869	trm_557b482a7c62b	1586
node_870	trm_4a3fd79d0af71	166
node_871	trm_4a3fd79d0b5a7	166
node_872	trm_4c3e05903e4bb	166
node_873	trm_557b4b3a6a34d	166
node_874	trm_557b4b9ccdc4a	166
node_875	trm_557b4a7315f1b	166
node_876	trm_4a3fd79d09c28	166
node_877	trm_557b493e4203a	166
node_878	trm_557b4993a0fdd	166
node_879	trm_557b48e337218	166
node_880	trm_557b476527a27	166
node_881	trm_55b6b96e77df6	3156
node_882	trm_555cfb890d721	8820
node_883	trm_557b4a7315f1b	3191
node_884	trm_4c3e05903e4bb	3191
node_885	trm_557b477b4a15f	3191
node_886	trm_557b4af7cc1cb	3191
node_887	trm_4a3fd79d0af71	3191
node_888	trm_557b4b3a6a34d	3131
node_889	trm_557b4891e9265	3131
node_890	trm_557b4a7315f1b	3131
node_891	trm_4a3fd79d0af71	3131
node_892	trm_557b4b3a6a34d	141
node_893	trm_4a3fd79d09c28	141
node_894	trm_4a3fd79d0af71	141
node_895	trm_557b4a7315f1b	141
node_896	trm_4a3fd79d09af8	415
node_897	trm_558c7ae1eaf86	415
node_898	trm_558c73f3c8c6f	2826
node_899	trm_4a3fd79d0af71	2826
node_900	trm_55ef3ba010121	2826
node_901	trm_557b49851e991	2826
node_902	trm_557b4acdee820	190
node_903	trm_55ef1fd2bc418	190
node_904	trm_4c3e05903e4bb	190
node_905	trm_4a3fd79d09c28	140
node_906	trm_4a3fd79d0af71	140
node_907	trm_557b4a7315f1b	140
node_908	trm_557b4b3a6a34d	140
node_909	trm_557b478ce1c24	140
node_910	trm_557b494ca540d	8719
node_911	trm_557b4b652cbec	187
node_912	trm_557b49206928b	187
node_913	trm_4c3e05903e4bb	187
node_914	trm_555cfb890d721	3175
node_915	trm_557b4a7315f1b	3175
node_916	trm_4a3fd79d0af71	3175
node_917	trm_557b4891e9265	3175
node_918	trm_557b4b3a6a34d	3175
node_919	trm_557b4b652cbec	3175
node_920	trm_557b4b7e68727	2863
node_921	trm_558c7b5228ed4	419
node_922	trm_4a3fd79d0a20c	177
node_923	trm_557b495cdde57	4
node_924	trm_4c3e05903e4bb	3192
node_925	trm_55c6f87595b39	3192
node_926	trm_557b4b154e0d9	3192
node_927	trm_557b4a7315f1b	3192
node_928	trm_4a3fd79d0af71	3192
node_929	trm_4a3fd79d0af71	3154
node_930	trm_4a3fd79d0b5a7	3154
node_931	trm_557b4b9ccdc4a	3154
node_932	trm_5159beaf80413	3180
node_933	trm_557b4b3a6a34d	143
node_934	trm_4a3fd79d0af71	143
node_935	trm_557b4a7315f1b	143
node_936	trm_557b49851e991	143
node_937	trm_4a3fd79d09c5b	1583
node_938	trm_557b482a7c62b	1583
node_939	trm_4a3fd79d0b392	1583
node_940	trm_4a3fd79d09c5b	1585
node_941	trm_4a3fd79d0b4a9	188
node_942	trm_557b4904ee26d	188
node_943	trm_4c3e05903e4bb	188
node_944	trm_557b4b3a6a34d	172
node_945	trm_557b4b9ccdc4a	172
node_946	trm_557b48e337218	172
node_947	trm_4a3fd79d0af71	172
node_948	trm_557b4a7315f1b	172
node_949	trm_4a3fd79d09c28	172
node_950	trm_4a3fd79d0a20c	172
node_951	trm_557b4993a0fdd	172
node_952	trm_557b4b3a6a34d	165
node_953	trm_557b4b9ccdc4a	165
node_954	trm_4a3fd79d0af71	165
node_955	trm_557b4a7315f1b	165
node_956	trm_4a3fd79d09c28	165
node_957	trm_557b493e4203a	165
node_958	trm_557b4993a0fdd	165
node_959	trm_557b48e337218	165
node_960	trm_55ef273a77a86	165
node_961	trm_4a3fd79d0a1d1	2866
node_962	trm_4a3fd79d0af71	164
node_963	trm_557b4b47d994a	164
node_964	trm_55b6b9a666604	164
node_965	trm_557b4b56de455	119
node_966	trm_5534111a8bc96	119
node_967	trm_558c7439832d9	2824
node_968	trm_4a3fd79d0af71	2824
node_969	trm_55ef3ba010121	2824
node_970	trm_557b49851e991	2824
node_971	trm_559f0a5b4cd36	2963
node_972	trm_56798c5f25b0c	2963
node_973	trm_4a3fd79d0a20c	146
node_974	trm_557b4b3a6a34d	146
node_975	trm_4a3fd79d0af71	146
node_976	trm_557b4a7315f1b	146
node_977	trm_557b49851e991	146
node_978	trm_557b491318742	146
node_979	trm_4a3fd79d0af66	146
node_980	trm_557b474e2b578	146
node_981	trm_4a3fd79d0af71	149
node_982	trm_557b4b3a6a34d	149
node_983	trm_557b49851e991	149
node_984	trm_557b4aa070c10	149
node_985	trm_557b491318742	149
node_986	trm_4a3fd79d0af66	149
node_987	trm_557b474e2b578	149
node_988	trm_55b6b98b88f45	3164
node_989	trm_557b4b3a6a34d	135
node_990	trm_4a3fd79d0af71	135
node_991	trm_557b4a7315f1b	135
node_992	trm_4a3fd79d09c28	135
node_993	trm_557b491318742	2729
node_994	trm_55b6b910b4b23	2729
node_995	trm_557b4b9ccdc4a	1750
node_996	trm_557b4b9ccdc4a	8730
node_997	trm_557b4a7315f1b	1750
node_998	trm_557b4a7315f1b	8730
node_999	trm_4a3fd79d0af71	1750
node_1000	trm_4a3fd79d0af71	8730
node_1001	trm_557b4855a12b4	1750
node_1002	trm_557b4855a12b4	8730
node_1003	trm_557b48f22ba99	1750
node_1004	trm_557b48f22ba99	8730
node_1005	trm_557b4b154e0d9	3186
node_1006	trm_4a3fd79d0af71	3186
node_1007	trm_557b4a7315f1b	3186
node_1008	trm_55c6f87595b39	3186
node_1009	trm_557b4b9ccdc4a	186
node_1010	trm_557b4bb7cf05b	186
node_1011	trm_4c3e05903e4bb	186
node_1012	trm_557b4b652cbec	3173
node_1013	trm_557b4b3a6a34d	3173
node_1014	trm_557b4891e9265	3173
node_1015	trm_4a3fd79d0af71	3173
node_1016	trm_557b4a7315f1b	3173
node_1017	trm_557b49851e991	3039
node_1018	trm_557b4aa070c10	3039
node_1019	trm_4a3fd79d0a20c	3040
node_1020	trm_557b4a7315f1b	3040
node_1021	trm_55c6f58e77fbe	3142
node_1022	trm_558c7b14c076e	3142
node_1023	trm_557b4b9ccdc4a	138
node_1024	trm_4a3fd79d0a20c	138
node_1025	trm_557b4993a0fdd	138
node_1026	trm_557b4af7cc1cb	3185
node_1027	trm_557b477b4a15f	3185
node_1028	trm_557b4a7315f1b	3185
node_1029	trm_4a3fd79d0af71	3185
node_1030	trm_557b4b3a6a34d	173
node_1031	trm_557b4b9ccdc4a	173
node_1032	trm_557b493e4203a	173
node_1033	trm_4a3fd79d0af71	173
node_1034	trm_557b4a7315f1b	173
node_1035	trm_4a3fd79d09c28	173
node_1036	trm_557b4993a0fdd	173
node_1037	trm_557b491318742	147
node_1038	trm_557b474e2b578	147
node_1039	trm_557b4b3a6a34d	147
node_1040	trm_4a3fd79d0af71	147
node_1041	trm_557b49851e991	147
node_1042	trm_4a3fd79d0af66	147
node_1043	trm_558c7b5228ed4	407
node_1044	trm_4a3fd79d0af71	407
node_1045	trm_558c7b337080f	407
node_1046	trm_558c7b14c076e	394
node_1047	trm_4a3fd79d0af71	394
node_1048	trm_558c7b337080f	394
node_1049	trm_557b4b27dfd5e	2718
node_1050	trm_557b4b05ae470	2718
node_1051	trm_4a3fd79d0b392	1587
node_1052	trm_557b4b3a6a34d	3179
node_1053	trm_4a3fd79d0b1b2	3179
node_1054	trm_557b48aeb7d58	3179
node_1055	trm_4a3fd79d0af71	3179
node_1056	trm_557b4a7315f1b	3179
node_1057	trm_557b471bc6cd8	3179
node_1058	trm_4c3e05903e4bb	3193
node_1059	trm_557b493133416	3193
node_1060	trm_557b4b7e68727	3193
node_1061	trm_557b4a7315f1b	3193
node_1062	trm_4a3fd79d0af71	3193
node_1063	trm_557b49ad14adf	178
node_1064	trm_557b499fac085	178
node_1065	trm_558c7b5228ed4	401
node_1066	trm_558c7b707f606	401
node_1067	trm_4a3fd79d0af71	401
node_1068	trm_559f0986182cc	8625
node_1069	trm_4c3e05903e4bb	8625
node_1070	trm_557b478ce1c24	139
node_1071	trm_557b4b3a6a34d	139
node_1072	trm_557b4a7315f1b	139
node_1073	trm_4a3fd79d0af71	139
node_1074	trm_4a3fd79d09c28	139
node_1075	trm_4a3fd79d0af71	154
node_1076	trm_557b4b3a6a34d	154
node_1077	trm_557b4a7315f1b	154
node_1078	trm_557b49851e991	154
node_1079	trm_557b4aa070c10	154
node_1080	trm_557b491318742	154
node_1081	trm_557b474e2b578	154
node_1082	trm_557b491318742	2731
node_1083	trm_55b6b910b4b23	2731
node_1084	trm_557b4b8cd05ca	3188
node_1085	trm_557b4aeaeb744	3188
node_1086	trm_4a3fd79d0af71	3188
node_1087	trm_557b4a7315f1b	3188
node_1088	trm_557b4b47d994a	3
node_1089	trm_4a3fd79d0af71	3
node_1090	trm_557b4a7315f1b	3
node_1091	trm_557b4817db34d	3
node_1092	trm_557b4a913f8cc	3
node_1093	trm_55ef153d47bc0	3
node_1094	trm_557b48f22ba99	3
node_1095	trm_557b4b9ccdc4a	418
node_1096	trm_558c7ae1eaf86	418
node_1097	trm_557b4b7e68727	3187
node_1098	trm_557b493133416	3187
node_1099	trm_4a3fd79d0af71	3187
node_1100	trm_557b4a7315f1b	3187
node_1101	trm_55b6b952c1b4c	3160
node_1102	trm_4a3fd79d09c5b	1584
node_1103	trm_4a3fd79d0b392	1584
node_1104	trm_4a3fd79d0af71	144
node_1105	trm_557b4b3a6a34d	144
node_1106	trm_557b4a7315f1b	144
node_1107	trm_557b49851e991	144
node_1108	trm_557b4aa070c10	144
node_1109	trm_557b48d40d3cf	8727
