	401	3040	418	419	166	1750	3185	394	3156	1586	2866	183	1584	3164	122	2714	8820	3039	3179	8718	8727	2731	3158	119	143	178	2723	190	2824	172	3173	3129	3160	407	136	3180	186	2863	141	1587	188	135	4	3142	149	2963	3191	157	10924	3175	8730	154	2718	138	146	139	3186	164	3	1585	3131	142	173	3193	120	109	187	2826	111	420	3154	147	177	3187	3192	2883	8719	140	395	159	165	3194	1583	412	8625	144	2729	118	415	3188	3041	3162	116
401	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3040	0.0	0.989130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	0.0108695652174	0.0	0.45652173913	0.0108695652174	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0
419	0.0108695652174	0.0	0.0	0.79347826087	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0
166	0.0	0.0	0.0	0.0	0.815217391304	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0
1750	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.340659340659	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0
3185	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3156	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.782608695652	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0
1586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.989130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2866	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0108695652174	0.0	0.0	0.0108695652174	0.717391304348	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0
183	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.989130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.978260869565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3164	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.673913043478	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0
122	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.195652173913	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.010989010989	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0
2714	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847826086957	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0
8820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.923913043478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3039	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.304347826087	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.010989010989	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0
3179	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.739130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0	0.0108695652174	0.0	0.0	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0	0.0108695652174	0.0	0.0	0.0
8718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.989130434783	0.0108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8727	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0	0.20652173913	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.010989010989	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174	0.0108695652174	0.0	0.0	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0108695652174	0.0	0.0108695652174
2731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.989130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108695652174	0.0
